Tax ID,Active Per Last Reported Status,Last Reported Active Date,Officer First Name,Officer Last Name,Officer Race,Officer Gender,Current Rank Abbreviation,Current Rank,Current Command,Shield No,Total Complaints,Total Substantiated Complaints
911290,No,02/08/2001 06:12:23 PM,Donna,Crockett,White,Female,POF,Police Officer,INT DIV,06199,0,0
911291,No,10/01/2012 05:07:21 PM,Pamela,Keydaise,Black,Female,POF,Police Officer,CO TR,06200,0,0
911292,No,05/08/2011 06:28:19 PM,Russell,King,American Indian,Male,POM,Police Officer,PSA 9,06267,0,0
911293,No,06/25/2012 03:15:21 PM,Harold,Koch,White,Male,SGT,Sergeant,PBMS TF,02942,1,0
911294,No,01/19/2007 06:41:31 PM,Thomas,Kosnik,White,Male,DTS,Detective,010 PCT,03226,1,0
911295,No,11/01/2017 11:19:30 AM,Richard,Kuhnapfel,White,Male,DT1,Detective,WARRSEC,04765,4,1
911297,No,11/01/2017 11:19:30 AM,Walter,Lambert,Black,Male,POM,Police Officer,TB DT03,06533,0,0
911298,No,06/24/2009 02:14:42 PM,William,Lang,White,Male,POM,Police Officer,HWY 04,06610,0,0
911299,Yes,08/03/2026 03:51:12 PM,Douglas,Lansing,White,Male,DT1,Detective,DRUG ENF TF,06597,3,1
911300,No,07/06/2020 12:10:29 PM,David,Lee,Asian,Male,DT2,Detective,DB CID,06888,0,0
911301,No,06/25/2012 03:15:21 PM,James,Lescinsky,White,Male,POM,Police Officer,TB BX/Q,06865,1,1
911302,No,07/25/2013 04:54:53 PM,Cody,Lok,Asian,Male,SSA,Sergeant,COD SAS,05507,0,0
911303,No,12/02/2019 12:43:11 PM,David,Lopez,Hispanic,Male,DT2,Detective,DBBX OP,02712,2,1
911305,No,06/25/2012 03:15:21 PM,Brian,Lubowsky,White,Male,DT3,Detective,NARCBBX,07020,2,0
911306,No,12/02/2019 12:43:11 PM,Maribel,Mendez,Hispanic,Female,POF,Police Officer,YTH SD,07241,2,0
911307,No,12/02/2019 12:43:11 PM,John,Maguire,White,Male,POM,Police Officer,TB BX/Q,07417,0,0
911309,No,07/25/2013 04:54:53 PM,Amado,Maldonado,Hispanic,Male,SGT,Sergeant,SPL TRN,00618,1,1
911310,No,04/19/2006 06:06:43 PM,Brian,Malone,White,Male,POM,Police Officer,MED DIV,07468,4,1
911311,No,02/08/2001 06:12:23 PM,Stephen,Maniscalco,White,Male,POM,Police Officer,TB DT04,07505,0,0
911312,No,06/25/2012 03:15:21 PM,Samuel,Marquez,Hispanic,Male,POM,Police Officer,TB H/O,07606,1,0
911313,No,06/25/2012 03:15:21 PM,Thomas,Marrinan,White,Male,POM,Police Officer,TB DT30,07611,0,0
911314,No,06/25/2012 03:15:21 PM,Tonya,Marshall,Black,Female,POF,Police Officer,TB DT03,07635,1,0
911315,No,06/25/2012 03:15:21 PM,Jose,Martinez,Hispanic,Male,POM,Police Officer,040 PCT,07703,1,0
911316,No,01/02/2018 11:31:17 AM,Stephen,Martinez,Hispanic,Male,DTS,Detective,TB M/TF,05568,2,0
911317,No,02/08/2001 06:12:23 PM,William,Mateo,Hispanic,Male,POM,Police Officer,TB DT20,07814,0,0
911318,No,07/03/2014 02:17:21 PM,Michael,Mccarthy,White,Male,DT3,Detective,WARRSEC,00540,0,0
911320,No,04/06/2007 12:50:48 PM,Charles,Mcgeean,White,Male,POM,Police Officer,M E L D,08014,1,0
911321,No,06/25/2012 03:15:21 PM,James,Mcgowan,White,Male,POM,Police Officer,TB DT20,08061,1,1
911322,No,12/02/2019 12:43:11 PM,Scott,Mcguire,White,Male,POM,Police Officer,I T S D,06021,0,0
911323,No,06/25/2012 03:15:21 PM,James,Mcnamara,White,Male,SGT,Sergeant,TB BKTF,02797,1,0
911324,No,06/25/2012 03:15:21 PM,Gloria,Logan,Hispanic,Female,DT2,Detective,O C C B,02240,2,0
911325,No,10/01/2012 05:07:21 PM,Leslie,Medina,Hispanic,Male,POM,Police Officer,TB DT33,08282,4,0
911326,No,06/01/2018 12:13:27 PM,Gerald,Meglio,White,Male,LT,Lieutenant,C E D,00000,1,0
911328,No,06/25/2012 03:15:21 PM,Yolanda,Mendez,Hispanic,Female,POF,Police Officer,TB SOD,05729,0,0
911329,No,06/25/2012 03:15:21 PM,Randal,Mercier,Black,Male,SGT,Sergeant,PBBN,02820,4,0
911330,No,06/25/2012 03:15:21 PM,Christophe,Miller,White,Male,POM,Police Officer,122 PCT,08492,0,0
911331,No,12/02/2019 12:43:11 PM,Joseph,Miller,White,Male,SGT,Sergeant,BUS UT,03580,5,0
911333,No,07/25/2013 04:54:53 PM,Victor,Montalvo,Hispanic,Male,POM,Police Officer,TB H/O,05426,0,0
911335,No,07/03/2014 02:17:21 PM,Merrill,Moore,Black,Male,SGT,Sergeant,TB DT30,00682,2,0
911336,No,06/25/2012 03:15:21 PM,Julio,Morales,Hispanic,Male,SGT,Sergeant,QNS CT,02717,2,0
911337,No,02/29/2012 10:38:03 AM,Jay,Moses,White,Male,DT3,Detective,WARRSEC,07931,2,0
911338,No,06/25/2012 03:15:21 PM,Andrew,Nolfo,White,Male,POM,Police Officer,HQ SEC,09239,0,0
911339,No,08/05/2020 11:02:32 AM,James,Obrien,White,Male,POM,Police Officer,TB DT04,05732,2,0
911340,No,02/08/2001 06:12:23 PM,Robert,Odonnell,White,Male,DT3,Detective,105 DET,07707,1,1
911341,No,09/01/2017 12:56:41 PM,James,Ogrady,White,Male,POM,Police Officer,TB BQTF,25810,2,0
911342,No,06/02/2017 09:36:00 AM,Michael,Orpilla,Asian,Male,LT,Lieutenant,HWY 01,00000,2,0
911343,No,06/14/2005 07:27:03 AM,Lynette,Anderson,Black,Female,POF,Police Officer,TB DT32,09439,0,0
911344,No,09/04/2012 11:40:26 AM,Henoch,Otero,Hispanic,Male,DTS,Detective,ESS 08,05851,1,0
911345,No,04/19/2000 05:41:39 PM,Reinaldo,Pacheco,Hispanic,Male,POM,Police Officer,TD DT32,09625,0,0
911346,No,02/01/2016 02:15:31 PM,Raymond,Paltoo,Asian,Male,DTS,Detective,DB MAN,04001,2,1
911347,No,08/02/2021 08:58:04 AM,Charles,Panton,Black,Male,POM,Police Officer,TB DT04,09720,3,0
911348,No,11/03/2020 10:52:53 AM,Scott,Patterson,Black,Male,DT2,Detective,DBBX OP,03151,0,0
911349,No,02/08/2001 06:12:23 PM,Carol,Paukner,White,Female,POF,Police Officer,TB DT02,09832,0,0
911350,No,10/02/2014 09:05:07 AM,Simi,Paul,Asian,Female,DT2,Detective,DB HATE,03179,3,0
911351,No,10/01/2012 05:07:21 PM,Erik,Paulsen,White,Male,DT2,Detective,DBBN OP,07337,3,1
911352,No,06/02/2017 09:36:00 AM,Richard,Pena,Hispanic,Male,POM,Police Officer,TB SOD,09882,1,0
911353,No,02/22/2006 07:44:57 AM,John,Perch,Black,Male,POM,Police Officer,TB C/AN,03694,0,0
911354,No,06/02/2015 10:15:18 AM,Daniel,Perez,Hispanic,Male,POM,Police Officer,TB DT34,06093,1,0
911355,No,06/25/2012 03:15:21 PM,Juan,Perez,Hispanic,Male,POM,Police Officer,TB DT12,09900,0,0
911356,No,06/25/2012 03:15:21 PM,Shaun,Persaud,Asian,Male,POM,Police Officer,TB DT11,09974,0,0
911357,No,11/03/2014 03:29:46 PM,Vincent,Phillips,Black,Male,POM,Police Officer,TB BKTF,10019,0,0
911359,No,08/07/2012 01:38:35 PM,Frank,Pizzuto,White,Male,LT,Lieutenant,DC C TR,00000,0,0
911360,No,09/01/2017 12:56:41 PM,James,Platz,White,Male,POM,Police Officer,TB DT04,05743,1,0
911361,No,10/01/2012 05:07:21 PM,Joel,Polanco,Hispanic,Male,SGT,Sergeant,017 PCT,00890,1,0
911362,No,06/25/2012 03:15:21 PM,Michael,Porta,White,Male,POM,Police Officer,LEG BUR,10153,0,0
911363,No,06/01/2020 10:45:34 AM,James,Quilty,White,Male,DT2,Detective,032 DET,02751,4,1
911365,No,06/02/2017 09:36:00 AM,Raymond,Reuther,White,Male,DT2,Detective,DB MSHM,03957,6,0
911367,No,06/26/2000 05:46:32 PM,Robert,Richmond,White,Male,POM,Police Officer,TD DT02,10727,0,0
911368,No,06/25/2012 03:15:21 PM,Rafael,Rivera,Hispanic,Male,POM,Police Officer,BM SEC,03060,0,0
911369,No,12/01/2010 03:21:11 PM,Benigno,Rivera,Hispanic,Male,POM,Police Officer,TB DT03,10896,2,0
911370,No,06/25/2012 03:15:21 PM,Jackie,Robinson,Black,Male,POM,Police Officer,TB DT04,10975,1,0
911371,No,06/25/2012 03:15:21 PM,Andres,Rodriguez,Hispanic,Male,POM,Police Officer,PROPCLK,11142,0,0
911372,No,11/16/2007 04:09:10 PM,David,Rodriguez,Hispanic,Male,POM,Police Officer,MED DIV,05802,1,0
911373,No,06/25/2012 03:15:21 PM,Patricia,Rogers,White,Female,POF,Police Officer,PSA 1,05867,2,0
911374,Yes,08/03/2026 03:51:12 PM,Eric,Romero,Hispanic,Male,DTS,Detective,TD 2,05500,0,0
911376,No,02/08/2001 06:12:23 PM,Thomas,Rudolph,White,Male,POM,Police Officer,FLT SVC,11415,0,0
911377,No,06/01/2026 10:29:07 AM,Ronald,Saintilus,Black,Male,PO,Police Officer,TD 4,03835,3,0
911378,No,07/23/2018 10:16:24 AM,Karena,Saladeenpatel,Asian,Female,SGT,Sergeant,INV SUP,04969,0,0
911379,No,08/03/2015 03:37:39 PM,Ramon,Salas,Hispanic,Male,POM,Police Officer,TB DT03,11495,0,0
911380,No,12/02/2019 12:43:11 PM,Mario,Samudio,Hispanic,Male,DT2,Detective,CD OFF,01933,0,0
911381,No,06/02/2017 09:36:00 AM,David,Sanchez,Hispanic,Male,DT3,Detective,QNROBSQ,01667,1,0
911382,No,02/11/2005 03:22:13 PM,Steven,Sanchez,Hispanic,Male,POM,Police Officer,TB DT20,11612,0,0
911383,No,06/25/2012 03:15:21 PM,Rochelle,Sanders,Black,Female,POF,Police Officer,TB DT04,11615,1,0
911384,No,06/25/2012 03:15:21 PM,Douglas,Santos,Black,Male,POM,Police Officer,HQ SEC,06178,0,0
911385,No,12/01/2010 03:21:11 PM,Jeffrey,Schneider,White,Male,LT,Lieutenant,PBSI,00000,2,0
911386,No,06/25/2012 03:15:21 PM,Scott,Sheppard,Black,Male,DT3,Detective,BKROBSQ,01593,0,0
911387,No,12/01/2017 03:01:32 PM,Edmund,Sheridan,White,Male,LT,Lieutenant,NARCBBS,00000,5,1
911388,No,01/12/2015 08:58:20 AM,Michael,Sherwood,White,Male,POM,Police Officer,TB DT11,11997,1,0
911389,No,06/25/2012 03:15:21 PM,Martin,Silva,Hispanic,Male,SGT,Sergeant,HWY 02,05040,0,0
911391,No,09/04/2012 11:40:26 AM,Sean,Smalls,Black,Male,POM,Police Officer,TB DT32,05748,0,0
911392,No,06/25/2012 03:15:21 PM,Matthew,Sobota,White,Male,POM,Police Officer,MOUNTED,12379,0,0
911393,No,06/25/2012 03:15:21 PM,John,Spadaro,White,Male,POM,Police Officer,TB DT34,12434,1,0
911394,No,02/22/2007 01:01:22 PM,James,Specht,White,Male,SGT,Sergeant,H BX/Q,02804,1,0
911395,No,03/05/2014 01:46:24 PM,Charles,Spencer,Black,Male,POM,Police Officer,TB DT01,12469,0,0
911396,No,07/25/2013 04:54:53 PM,Joseph,Stabach,White,Male,DTS,Detective,INT PSS,07449,0,0
911397,No,02/08/2001 06:12:23 PM,Susan,Stewart,White,Female,POF,Police Officer,TB DT20,06040,1,0
911398,No,03/21/2010 08:00:51 PM,Quinton,Stowe,Black,Male,POM,Police Officer,FLT SVC,05618,1,0
911399,No,08/05/2020 11:02:32 AM,Paul,Stuart,Black,Male,DT2,Detective,JT T/F,04397,1,0
911401,No,04/09/2008 10:04:19 AM,James,Tedeschi,White,Male,POM,Police Officer,A P DIV,12813,0,0
911403,No,06/01/2018 12:13:27 PM,Joseph,Tennariello,White,Male,DT2,Detective,E S U,03451,4,0
911404,No,08/01/2025 12:44:45 PM,Russell,Thatcher,White,Male,DT2,Detective,ESU,00688,1,0
911405,No,06/01/2020 10:45:34 AM,John,Tierney,White,Male,SSA,Sergeant,TB BQTF,04680,0,0
911406,No,06/25/2012 03:15:21 PM,Kevin,Valentin,Hispanic,Male,DT3,Detective,NARCBMS,03563,0,0
911407,No,06/01/2020 10:45:34 AM,Hector,Vargas,Hispanic,Male,POM,Police Officer,070 PCT,13423,5,1
911408,No,06/25/2012 03:15:21 PM,Georgie,Velez,Hispanic,Male,POM,Police Officer,TB DT32,13559,0,0
911409,No,06/02/2017 09:36:00 AM,William,Vera,Hispanic,Male,SGT,Sergeant,POL ACD,03687,0,0
911410,No,02/08/2001 06:12:23 PM,Lisa,Viciedo,Hispanic,Female,POF,Police Officer,DB BX,13601,0,0
911412,No,02/08/2001 06:12:23 PM,Darren,Warren,Black,Male,POM,Police Officer,TB DT20,05758,0,0
911413,No,02/04/2013 01:59:28 PM,John,Warren,Black,Male,SGT,Sergeant,SS INV,05604,1,0
911414,No,06/25/2012 03:15:21 PM,Darryl,Washington,Black,Male,POM,Police Officer,TB DT01,13784,0,0
911415,No,09/04/2012 11:40:26 AM,Lori,Welsh,White,Female,DT3,Detective,DA QNS,05666,0,0
911416,No,02/08/2001 06:12:23 PM,John,Wendling,White,Male,POM,Police Officer,INT RIC,05665,0,0
911417,No,02/08/2001 06:12:23 PM,Winston,White,Black,Male,DT3,Detective,ND Q/NI,04600,0,0
911418,No,06/25/2012 03:15:21 PM,Frederick,Williams,Black,Male,POM,Police Officer,TB DT23,01229,3,0
911419,No,06/25/2012 03:15:21 PM,Karen,Williams,Black,Female,POF,Police Officer,115 PCT,14003,0,0
911420,No,06/14/2005 07:27:03 AM,Richard,Williams,White,Male,POM,Police Officer,TB H/O,14020,0,0
911421,No,11/20/2006 08:29:28 PM,Nidia,Kelly,Hispanic,Female,POF,Police Officer,DR.ED&T,14093,0,0
911422,No,08/07/2012 01:38:35 PM,Stephen,Wong,Asian,Male,LT,Lieutenant,009 PCT,00000,2,0
911423,No,07/01/2011 01:28:44 PM,Glenn,Young,Black,Male,DT3,Detective,WARRSEC,00773,3,0
911424,No,06/01/2020 10:45:34 AM,Frank,Zaluk,White,Male,DT2,Detective,INT UOU,03455,1,0
911425,No,06/25/2012 03:15:21 PM,Joseph,Zantua,Asian,Male,DT2,Detective,A P DIV,00625,0,0
911426,No,06/25/2012 03:15:21 PM,Annmarie,Adrion,White,Female,POF,Police Officer,061 PCT,00468,0,0
911427,No,06/25/2012 03:15:21 PM,Robert,Alipo,White,Male,POM,Police Officer,TB DT01,00418,2,1
911428,No,02/08/2001 06:12:23 PM,Bruce,Andersen,White,Male,POM,Police Officer,TB QNS,00496,0,0
911429,No,02/08/2001 06:12:23 PM,Awilda,Asencionunez,Hispanic,Female,POF,Police Officer,BX CT,00625,0,0
911430,No,06/01/2020 10:45:34 AM,Louis,Balsamo,White,Male,SDS,Sergeant,DBQN,01704,1,0
911431,No,06/25/2012 03:15:21 PM,Pamela,Henderson,Black,Female,POF,Police Officer,TB DT20,30069,0,0
911433,No,06/25/2012 03:15:21 PM,Ramon,Beveraggi,Hispanic,Male,POM,Police Officer,M I S D,01046,0,0
911434,No,02/08/2001 06:12:23 PM,Trevor,Bourne,Black,Male,POM,Police Officer,TB DT04,05822,1,0
911435,No,05/03/2016 09:42:59 AM,Juan,Caraballo,Hispanic,Male,POM,Police Officer,TB,05299,0,0
911436,No,02/08/2001 06:12:23 PM,Craig,Casalbore,White,Male,POM,Police Officer,ESS 03,05823,0,0
911438,No,04/23/2007 12:58:26 PM,Javier,Delrio,Hispanic,Male,DTS,Detective,E S U,07310,0,0
911439,No,03/29/2013 09:33:58 AM,Jacqueline,Meglio,Hispanic,Female,POF,Police Officer,TB,13824,0,0
911440,Yes,08/03/2026 03:51:12 PM,Robert,Dewhurst,White,Male,DT1,Detective,C C APP SQD,07311,0,0
911441,No,07/03/2014 02:17:21 PM,Thomas,Finnegan,White,Male,POM,Police Officer,TB LIAS,18348,0,0
911442,No,09/01/2017 01:56:37 PM,Stewart,Floyd,Black,Male,POM,Police Officer,TB DT33,06936,1,0
911443,No,12/02/2019 12:43:11 PM,Ricki,Gomez,Hispanic,Male,LT,Lieutenant,AV.UNIT,00000,1,0
911444,No,06/19/2008 02:31:59 PM,Lawrence,Rhodes,White,Male,POM,Police Officer,TRF/MTF,24970,1,0
911445,No,08/01/2014 10:21:08 AM,Carlos,Iniguez,Hispanic,Male,DT2,Detective,INT EPU,04384,0,0
911446,No,11/01/2018 12:17:35 PM,Kevin,Janusz,White,Male,SGT,Sergeant,POL LAB,03662,0,0
911447,No,09/19/2007 01:16:06 PM,Jacqueline,Jones,Black,Female,POF,Police Officer,YTH SS,05080,0,0
911448,No,06/25/2012 03:15:21 PM,Christophe,Klos,White,Male,POM,Police Officer,109 PCT,05366,0,0
911449,No,06/25/2012 03:15:21 PM,Joseph,Labadessa,White,Male,POM,Police Officer,TB DT02,06442,1,0
911450,No,02/08/2011 12:51:43 PM,James,Lanflisi,White,Male,POM,Police Officer,HWY 03,06603,0,0
911451,No,05/14/2012 12:03:16 PM,Frank,Martinez,Hispanic,Male,POM,Police Officer,BX CT,07697,3,0
911452,No,06/25/2012 03:15:21 PM,Kareem,Matlock,Black,Male,DT3,Detective,070 DET,01391,0,0
911453,No,10/03/2017 12:53:37 PM,Rene,Mendez,Hispanic,Male,POM,Police Officer,TB DT03,08363,9,1
911454,No,10/01/2012 05:07:21 PM,Troy,Overton,Black,Male,POM,Police Officer,PROPCLK,09580,0,0
911456,No,06/25/2012 03:15:21 PM,Paul,Pavarini,White,Male,POM,Police Officer,TB DT03,09849,1,0
911457,No,11/01/2011 01:12:43 PM,Samuel,Perez,Hispanic,Male,DT3,Detective,030 DET,02753,2,0
911458,No,12/02/2019 12:43:11 PM,John,Peters,White,Male,DT2,Detective,DA NY,04713,3,0
911459,No,09/01/2023 12:55:00 PM,Paul,Rodriguez,Hispanic,Male,DT1,Detective,CCCS,04813,0,0
911460,No,10/01/2012 05:07:21 PM,Stephen,Rohrbacher,White,Male,POM,Police Officer,TB DT34,11152,0,0
911461,No,12/26/2012 05:11:14 PM,Albert,Roman,Hispanic,Male,DT3,Detective,NARCBBX,03183,9,0
911462,No,06/25/2012 03:15:21 PM,Daniel,Roman,Hispanic,Male,POM,Police Officer,BX CT,11196,0,0
911463,No,06/25/2012 03:15:21 PM,Alfredo,Rosario,Hispanic,Male,SGT,Sergeant,072 PCT,05473,0,0
911464,No,06/25/2012 03:15:21 PM,Jose,Sarita,Hispanic,Male,POM,Police Officer,HQ SEC,11721,7,0
911465,No,08/07/2012 01:38:35 PM,Melvin,Smith,Black,Male,DT3,Detective,BX CT,06388,8,0
911466,No,06/25/2012 03:15:21 PM,Juana,Solano,Hispanic,Female,DT2,Detective,I.A.B.,07831,0,0
911467,No,08/30/2010 04:51:47 PM,Shannon,Stewart,Black,Male,POM,Police Officer,BKLN CT,12583,4,1
911468,No,02/08/2001 06:12:23 PM,Robert,Thomas,Black,Male,POM,Police Officer,TB DT20,12855,0,0
911469,No,07/29/2008 01:53:10 PM,Kenneth,Tibbetts,White,Male,POM,Police Officer,SPL TRN,12893,1,0
911470,No,10/30/2021 05:24:00 PM,Moise,Tingue,Black,Male,SGT,Sergeant,RTS ADM,04486,1,0
911472,No,02/03/2025 10:54:00 AM,Andy,Urena,Hispanic,Male,DT2,Detective,BX OP NIGHT,07427,3,0
911473,No,06/26/2000 05:46:32 PM,Victor,Vargas,Hispanic,Male,POM,Police Officer,BKLN CT,13462,0,0
911474,No,07/25/2013 04:54:53 PM,Gregory,Whittington,Black,Male,POM,Police Officer,032 PCT,13963,1,0
911475,No,02/08/2001 06:12:23 PM,Jay,Zhao,Asian,Male,SGT,Sergeant,H MAN,04793,0,0
911476,No,06/25/2012 03:15:21 PM,Michael,Jones,Black,Male,POM,Police Officer,MAN CT,06163,0,0
911478,No,06/25/2012 03:15:21 PM,Albert,Rivera,Hispanic,Male,POM,Police Officer,TB BQTF,10769,0,0
911479,No,07/25/2013 04:54:53 PM,Miguel,Torres,Hispanic,Male,DTS,Detective,TB MANH,06475,0,0
911480,No,11/03/2016 10:05:43 AM,Joseph,Fermaint,Hispanic,Male,DTS,Detective,ESS 05,01792,1,0
911481,No,02/08/2001 06:12:23 PM,Thomas,Donnarumma,White,Male,POM,Police Officer,TRF/MTF,25812,0,0
911482,No,12/27/2005 05:39:25 PM,Aaron,Shabethea,Black,Male,POM,Police Officer,YTH SS,06118,0,0
911483,No,06/24/2009 02:14:42 PM,Marc,Owens,Black,Male,POM,Police Officer,MAN CT,09599,1,0
911484,No,03/29/2013 09:33:58 AM,Sebastia,Acosta,Hispanic,Male,POM,Police Officer,WTC CMD,00217,2,0
911485,No,03/29/2013 09:33:58 AM,Shirley,Pelage,Black,Female,DT2,Detective,I.A.B.,05897,0,0
911486,No,03/29/2013 09:33:58 AM,Amari,Arroyo,Hispanic,Female,POF,Police Officer,TB,01772,0,0
911487,No,12/24/2008 11:02:38 AM,Lennox,Bailey,Black,Male,POM,Police Officer,TB DT03,05322,1,0
911488,No,01/07/2013 05:26:26 PM,Lyndon,Blakely,Black,Male,POM,Police Officer,TB DT23,31637,5,1
911489,No,10/01/2012 05:07:21 PM,Matthew,Bonner,White,Male,DT3,Detective,DB QNS,07446,1,0
911490,No,06/01/2020 10:45:34 AM,Barry,Brown,Black,Male,DT1,Detective,DBQS OP,01302,0,0
911491,No,01/07/2013 05:26:26 PM,Michael,Brozzoski,White,Male,POM,Police Officer,TB DT02,00601,1,0
911492,No,11/04/2015 01:13:03 PM,Terry,Burns,Black,Male,POM,Police Officer,BX CT,01168,1,0
911493,No,04/01/2009 08:32:55 AM,Joseph,Caldwell,White,Male,POM,Police Officer,HWY 01,03291,1,0
911494,No,01/07/2013 05:26:26 PM,John,Campos,Hispanic,Male,POM,Police Officer,TB DT11,04825,0,0
911495,No,02/08/2001 06:12:23 PM,Arthur,Carlson,White,Male,POM,Police Officer,ND SI I,05585,1,0
911496,No,01/02/2018 11:31:17 AM,Gregory,Carty,Black,Male,DT2,Detective,NARCBMN,02497,4,1
911497,No,07/13/2005 05:03:24 PM,Julio,Castro,Hispanic,Male,DT3,Detective,043 DET,00975,1,0
911498,No,01/07/2013 05:26:26 PM,Alfredo,Chapman,Black,Male,POM,Police Officer,FLT SVC,06470,0,0
911499,No,02/01/2023 05:06:11 PM,John,Clark,White,Male,PO,Police Officer,TD 30,07094,1,0
911500,No,01/07/2013 05:26:26 PM,Williemae,Clark,Black,Female,POF,Police Officer,TB DT11,07160,5,0
911501,No,08/19/2008 05:26:16 PM,Orlando,Clavell,Hispanic,Male,DT3,Detective,NAR DIV,02808,1,0
911502,No,01/07/2013 05:26:26 PM,Anthony,Coles,Black,Male,POM,Police Officer,TB BKTF,03464,1,0
911503,No,02/08/2001 06:12:23 PM,Roderick,Connaughton,White,Male,POM,Police Officer,TB DT03,08552,0,0
911504,No,03/02/2026 11:00:16 AM,Joseph,Corda,White,Male,SGT SA,Sergeant,TRP OPS,02588,0,0
911506,No,12/01/2014 12:00:55 PM,Matthew,Dimatteo,White,Male,POM,Police Officer,POL LAB,14814,0,0
911507,No,02/08/2001 06:12:23 PM,Joseph,Dinaso,White,Male,POM,Police Officer,H BX/Q,14875,0,0
911508,No,08/08/2006 09:14:54 AM,Daniel,Emsworth,White,Male,POM,Police Officer,TB DT01,16695,0,0
911509,No,01/07/2013 05:26:26 PM,Vincent,Facey,Black,Male,POM,Police Officer,010 PCT,17155,3,0
911510,No,01/07/2013 05:26:26 PM,Kenneth,Farrell,White,Male,POM,Police Officer,TB DT01,17321,0,0
911511,No,02/08/2001 06:12:23 PM,Carlos,Feliciano,Hispanic,Male,POM,Police Officer,TB DT20,17770,0,0
911512,No,01/02/2018 11:31:17 AM,Michael,Ferrito,White,Male,LT,Lieutenant,060 PCT,00000,0,0
911513,No,08/30/2010 04:51:47 PM,Vincent,Fiorenza,White,Male,SGT,Sergeant,HWY 05,03792,1,0
911514,No,02/19/2008 12:21:16 PM,Lawrence,Ford,Black,Male,DT3,Detective,WARRSEC,01053,0,0
911515,No,01/07/2013 05:26:26 PM,Joanne,Fundaro,White,Female,POF,Police Officer,070 PCT,03511,0,0
911516,No,02/29/2012 10:38:03 AM,Abraham,Garcia,Hispanic,Male,DT1,Detective,F S D,04517,3,0
911517,No,02/08/2001 06:12:23 PM,Edward,Garcia,Hispanic,Male,POM,Police Officer,INSUPDV,20435,0,0
911518,No,01/07/2013 05:26:26 PM,Solmari,Garcia,Hispanic,Female,POF,Police Officer,TB C/AN,03528,0,0
911519,No,05/09/2007 05:04:04 PM,Annette,Garris,Black,Female,POF,Police Officer,TB H/O,21338,0,0
911520,No,10/03/2022 02:09:50 PM,William,Gattis,White,Male,SGT,Sergeant,SSB INV,00413,1,1
911521,No,01/07/2013 05:26:26 PM,Raquel,Graciani,Hispanic,Female,DT3,Detective,WARRSEC,00342,4,0
911522,Yes,08/03/2026 03:51:12 PM,Daryl,Harris,Black,Male,DT1,Detective,DRUG ENF TF,01257,0,0
911523,No,01/07/2013 05:26:26 PM,Michael,Healy,White,Male,SGT,Sergeant,NARCBBS,01394,11,0
911524,No,09/01/2020 11:56:13 AM,James,Hemmer,White,Male,DT2,Detective,DB BSHM,05975,7,0
911525,No,02/08/2001 06:12:23 PM,Craig,Hunter,Black,Male,POM,Police Officer,TB DT30,29265,0,0
911526,No,10/03/2011 01:22:35 PM,Frederick,Inman,Black,Male,POM,Police Officer,026 PCT,03618,1,0
911527,No,07/26/2010 12:56:25 PM,Richard,Jones,Black,Male,DT3,Detective,070 DET,00420,0,0
911528,No,01/07/2013 05:26:26 PM,Keith,Kruziak,White,Male,POM,Police Officer,TB DT01,06407,0,0
911529,No,01/07/2013 05:26:26 PM,Arnold,Lawson,White,Male,DT3,Detective,WARRSEC,06752,1,0
911530,No,07/25/2013 04:54:53 PM,Iso,Liharevic,White,Male,POM,Police Officer,TB DT02,06983,1,0
911531,No,02/08/2001 06:12:23 PM,Edgardo,Lopez,Hispanic,Male,POM,Police Officer,H MAN,03597,0,0
911532,No,02/08/2001 06:12:23 PM,Kenneth,Lowy,Asian,Male,POM,Police Officer,114 PCT,07177,1,0
911533,No,01/07/2013 05:26:26 PM,Maria Leah,Macchia,Asian,Female,POF,Police Officer,TB DT01,07352,3,0
911534,No,11/01/2017 11:19:30 AM,Kareem,Abdullah,Black,Male,POM,Police Officer,043 PCT,00042,1,0
911535,No,09/10/2008 11:42:41 AM,Rosemary,Barile,White,Female,POF,Police Officer,TB Q/TF,07473,0,0
911536,No,08/01/2014 10:21:08 AM,Johnie,Mclellan,Black,Male,POM,Police Officer,H MAN,08180,3,0
911537,No,09/14/2000 08:59:14 AM,Tyrone,Mcdonald,Black,Male,POM,Police Officer,TB DT30,07975,0,0
911538,No,03/29/2013 09:33:58 AM,Elizabeth,Mcgroder,White,Female,POF,Police Officer,MOUNTED,05011,3,0
911539,No,06/11/2014 04:03:34 PM,Willie,Mcneill,Black,Male,SDS,Sergeant,I.A.B.,04729,0,0
911540,No,01/07/2013 05:26:26 PM,David,Melendez,Hispanic,Male,POM,Police Officer,TB DT11,08311,0,0
911541,No,06/01/2021 10:11:02 AM,Louis,Melisi,White,Male,POM,Police Officer,L S S D,08348,0,0
911542,No,02/08/2001 06:12:23 PM,Theresa,Mercado,Black,Female,POF,Police Officer,TB DT04,08394,0,0
911543,No,05/03/2016 09:42:59 AM,Douglas,Merritt,Black,Male,DT1,Detective,DB TSIU,02901,1,0
911544,No,09/01/2017 12:56:41 PM,Jonathan,Miller,Black,Male,POM,Police Officer,TB DT30,08548,0,0
